COURSE,SEQ,CATALOG_TITLE,INSTR_TYPE,DAYS,START_TIME,END_TIME,ROOM_CAP,NUM_REGISTERED
COMM 4002,A,Appli Qualitative Rrsch Method,LEC,T,1135,1425,23,0
COMM 4004,B,Communication and Discourse,LEC,M,1435,1725,42,0
COMM 4005,B,Sel Top: Communication Studies,SEM,T,1805,2055,40,0
COMM 4015,B,Selected Topic in Comm Studies,SEM,M,1805,2055,27,0
COMM 4025,A,Selected Topic in Comm Studies,SEM,R,835,1125,27,0
COMM 4304,B,Critic Perspec Public Relation,LEC,W,1135,1425,25,0
COMM 4306,A,Media and Conflict,LEC,W,1435,1725,40,0
COMM 4306,B,Media and Conflict,LEC,R,1805,2055,23,0
COMM 4307,A,Poli. Comm. & Publicity State,LEC,M,1135,1425,31,0
COMM 4310,B,Communication & Community,LEC,W,1805,2055,31,0
COMM 4319,A,"Selct Tpcs:Imge,Pltcs&Persuasn",LEC,M,1805,2055,31,0
COMM 4329,A,"Selct Tpcs:Imge,Pltcs&Persuasn",LEC,R,1805,2055,25,0
COMM 4339,A,"Selct Tpcs:Imge,Pltcs&Persuasn",LEC,W,1805,2055,27,0
COMM 4401,B,Intl Communication Regulations,LEC,M,835,1125,40,0
COMM 4402,B,Media and Entertainment,LEC,F,835,1125,40,0
COMM 4404,B,Broadcast and Digital Media,LEC,R,1805,2055,42,0
COMM 4419,A,"Selct Tpcs Media,Indust&Instit",LEC,M,1805,2055,25,0
COMM 4429,B,"Selct Tpcs Media,Indust&Instit",LEC,W,1805,2055,27,0
COMM 4602,B,"Children, Youth and Media",LEC,R,1435,1725,40,0
COMM 4603,A,Diaspora and Communication,LEC,,,,,0
COMM 4619,A,Selct Tpcs: Comm & Identity,LEC,W,835,1125,32,0
COMM 4629,B,Selct Tpcs: Comm & Identity,LEC,M,1135,1425,32,0
COMM 4639,A,Selct Tpcs: Comm & Identity,LEC,W,1805,2055,27,0
COMM 4908,A,Honours Research Essay,RES,,,,,0
COMP 1001,B,Intro to Computers for Arts,LEC,WF,1435,1555,387,0
COMP 1004,A,Intro to Computers for Science,LEC,MW,1005,1125,102,0
COMP 1005,B,Introduc to Computer Science I,LEC,TR,1005,1125,204,0
COMP 1005,B1,Introduc to Computer Science I,TUT,T,1135,1255,78,0
COMP 1005,B2,Introduc to Computer Science I,TUT,F,835,955,78,0
COMP 1005,B3,Introduc to Computer Science I,TUT,W,1435,1555,78,0
COMP 1006,B,Introdu to Computer Science II,LEC,TR,1305,1425,115,0
COMP 1006,B1,Introdu to Computer Science II,TUT,M,835,955,78,0
COMP 1006,B2,Introdu to Computer Science II,TUT,M,1005,1125,78,0
COMP 1405,B,Intro to Computer Science I,LEC,TR,1005,1125,204,0
COMP 1405,B1,Intro to Computer Science I,TUT,T,1135,1255,78,0
COMP 1405,B2,Intro to Computer Science I,TUT,F,835,955,78,0
COMP 1405,B3,Intro to Computer Science I,TUT,W,1435,1555,78,0
COMP 1406,B,Intro to Computer Science II,LEC,WF,1435,1555,204,0
COMP 1406,B1,Intro to Computer Science II,TUT,T,1005,1125,78,0
COMP 1406,B2,Intro to Computer Science II,TUT,W,835,955,78,0
COMP 1406,B3,Intro to Computer Science II,TUT,M,1435,1555,78,0
COMP 1406,C,Intro to Computer Science II,LEC,MW,1305,1425,195,0
COMP 1406,C1,Intro to Computer Science II,TUT,M,1605,1725,78,0
COMP 1406,C2,Intro to Computer Science II,TUT,W,1005,1125,78,0
COMP 1406,C3,Intro to Computer Science II,TUT,T,1305,1425,78,0
COMP 1406,M,Intro to Computer Science II,LEC,WF,1435,1555,204,0
COMP 1406,M1,Intro to Computer Science II,TUT,T,1005,1125,78,0
COMP 1501,A,Intro to Computer Game Design,LEC,MW,1005,1125,98,0
COMP 1501,A1,Intro to Computer Game Design,TUT,F,1005,1125,21,0
COMP 1501,A2,Intro to Computer Game Design,TUT,R,1305,1425,21,0
COMP 1501,A3,Intro to Computer Game Design,TUT,W,1305,1425,21,0
COMP 1501,A4,Intro to Computer Game Design,TUT,F,1305,1425,21,0
COMP 1501,A5,Intro to Computer Game Design,TUT,T,1005,1125,21,0
COMP 1601,A,Intro to Mobile Applic Develop,LAB,MW,1605,1755,50,0
COMP 1805,B,Discrete Structures,LEC,TR,1605,1725,387,0
COMP 1805,B1,Discrete Structures,TUT,T,1435,1525,94,0
COMP 1805,B2,Discrete Structures,TUT,M,1135,1225,96,0
COMP 1805,B3,Discrete Structures,TUT,M,835,925,94,0
COMP 1805,B4,Discrete Structures,TUT,F,835,925,78,0
COMP 1805,B5,Discrete Structures,TUT,F,1035,1125,78,0
COMP 1805,M,Discrete Structures,LEC,TR,1605,1725,387,0
COMP 1805,M1,Discrete Structures,TUT,T,1435,1525,94,0
COMP 1807,A,Introduction to Robotics,LAB,TR,1135,1325,30,0
COMP 2401,B,Intro to Systems Programming,LEC,MW,835,955,133,0
COMP 2401,B1,Intro to Systems Programming,TUT,M,1305,1425,78,0
COMP 2401,B2,Intro to Systems Programming,TUT,F,1135,1255,78,0
COMP 2402,B,Abstract Data Types/Algorithms,LEC,TR,1435,1555,96,0
COMP 2404,B,Intro to Software Engineering,LEC,WF,1135,1255,236,0
COMP 2404,B1,Intro to Software Engineering,TUT,T,1605,1725,78,0
COMP 2404,B2,Intro to Software Engineering,TUT,W,1605,1725,78,0
COMP 2404,B3,Intro to Software Engineering,TUT,F,1005,1125,78,0
COMP 2406,A,Fundamentals Web Applications,LEC,MW,1005,1125,285,0
COMP 2406,A1,Fundamentals Web Applications,TUT,M,1135,1255,78,0
COMP 2406,A2,Fundamentals Web Applications,TUT,T,835,955,78,0
COMP 2406,A3,Fundamentals Web Applications,TUT,R,1605,1725,78,0
COMP 2501,A,Compter Game Design & Develop,LEC,TR,1005,1125,63,0
COMP 2501,A1,Compter Game Design & Develop,TUT,M,1435,1555,21,0
COMP 2501,A2,Compter Game Design & Develop,TUT,F,835,955,21,0
COMP 2501,A3,Compter Game Design & Develop,TUT,W,1135,1255,21,0
COMP 2501,A4,Compter Game Design & Develop,TUT,M,1135,1255,21,0
COMP 2601,A,Mobile Applications,LAB,TR,1435,1625,50,0
COMP 2804,B,Discrete Structures II,LEC,TR,1305,1425,236,0
COMP 3000,B,Operating Systems,LEC,TR,1605,1725,151,0
COMP 3004,B,Object-Oriented Software Engin,LEC,TR,1305,1425,102,0
COMP 3005,B,Database Management Systems,LEC,WF,1435,1555,115,0
COMP 3007,A,Programming Paradigms,LEC,MW,1605,1725,154,0
COMP 3008,A,Human-Computer Interaction,LEC,TR,1435,1555,78,0
COMP 3308,A,Bioinformatics,LEC,F,1305,1425,31,0
COMP 3308,A01,Bioinformatics,OTH,F,835,1125,30,0
COMP 3803,A,Intro to Theory of Computation,LEC,MW,835,955,78,0
COMP 3804,B,Design & Analy of Algorithms I,LEC,TR,1005,1125,133,0
COMP 3805,A,Discrete Struct & Appl (Hon.),LEC,TR,1135,1255,31,0
COMP 3805,A1,Discrete Struct & Appl (Hon.),TUT,T,1335,1425,36,0
COMP 3999,A,Co-op Work Term,WRK,,,,,0
COMP 4000,A,Distributed Operating Systems,LEC,M,1435,1725,27,0
COMP 4102,A,Computer Vision,LEC,TR,1135,1255,63,0
COMP 4106,B,Artificial Intelligence,LEC,TR,1005,1125,78,0
COMP 4108,B,Computer Systems Security,LEC,MW,1005,1125,54,0
COMP 4203,A,Wireless Networks & Security,LEC,WF,835,955,25,0
COMP 4501,A,Adv Computer Game Design & Dev,LEC,M,1805,2055,29,0
COMP 4601,A,Mobile Multimedia,LAB,MW,1135,1325,50,0
COMP 4804,A,Design & Analysis of Algor II,LEC,TR,1305,1425,29,0
COMP 4806,A,Numerical Linear Algebra,LEC,TR,1435,1555,29,0
COMP 4900,C,Adv Topics in Computer Science,LEC,TR,835,955,40,0
COMP 4901,A,Directed Studies,DIR,,,,,0
COMP 4905,A,Honours Project,IND,,,,,0
COOP 1000,G,Co-op,OTH,,,,,0
COOP 1000,H,Co-op,OTH,,,,,0
COOP 1000,I,Co-op,OTH,,,,,0
COOP 1000,J,Co-op,OTH,,,,,0
COOP 1000,K,Co-op,OTH,,,,,0
COOP 1000,L,Co-op,OTH,,,,,0
CRCJ 1000,B,Intro Criminol&Criminal Justic,LEC,M,1435,1725,391,0
CRCJ 1000,PA2,Intro Criminol&Criminal Justic,PAS,,,,,0
CRCJ 3001,B,Quantitative Methods in Crimin,SEM,M,835,1125,69,0
CRCJ 3002,C,Qualitive Methods in Crim.,SEM,R,835,1125,94,0
CRCJ 3002,D,Qualitive Methods in Crim.,SEM,W,1135,1425,66,0
CRCJ 3003,C,Legal Research Methods,SEM,T,1805,2055,78,0
CRCJ 3901,A,Practicum in Criminology I,SEM,T,835,1125,78,0
CRCJ 3902,A,Practicum in Criminology II,SEM,,,,,0
CRCJ 4001,C,Special Topic in Criminology,LEC,W,1435,1725,35,0
CRCJ 4001,D,Special Topic in Criminology,LEC,M,1435,1725,35,0
CRCJ 4002,C,Special Topic in Criminology,LEC,F,835,1125,40,0
CRCJ 4002,D,Special Topic in Criminology,LEC,F,1135,1425,36,0
CRCJ 4908,A,Honours Research Project,RES,,,,,0
CRCJ 4908,C,Honours Research Project,RES,,,,,0
CUWK 1,A,Culture Works,OTH,,,,,0
DBST 1001,B,Intro to Disability Studies,LEC,TR,1435,1555,78,0
DBST 4001,A,Disability Studies: Pol.&Activ,LEC,T,1135,1425,52,0
DIST 4902,A,Directed Reading,DIR,,,,,0
DIST 4906,A,Dir Interdisciplinary Studies,DIR,,,,,0
DIST 4907,B,Honours Essay,HON,,,,,0
DIST 4908,A,Honours Project,HON,R,1135,1425,40,0
DIST 4908,B,Honours Project,HON,,,,,0
DIST 4908,C,Honours Project,HON,,,,,0
ECON 1000,A,Introduction to Economics,LEC,WF,1005,1125,331,0
ECON 1000,A01,Introduction to Economics,GRP,W,1135,1225,36,0
ECON 1000,A02,Introduction to Economics,GRP,W,1135,1225,39,0
ECON 1000,A03,Introduction to Economics,GRP,W,1135,1225,39,0
ECON 1000,A04,Introduction to Economics,GRP,W,1135,1225,39,0
ECON 1000,A05,Introduction to Economics,GRP,W,1135,1225,40,0
ECON 1000,A06,Introduction to Economics,GRP,W,1135,1225,35,0
ECON 1000,A07,Introduction to Economics,GRP,W,1335,1425,29,0
ECON 1000,A08,Introduction to Economics,GRP,W,1335,1425,39,0
ECON 1000,A09,Introduction to Economics,GRP,W,1335,1425,39,0
ECON 1000,A10,Introduction to Economics,GRP,W,1335,1425,40,0
ECON 1000,A11,Introduction to Economics,GRP,W,1335,1425,40,0
ECON 1000,AOD,Introduction to Economics,VOD,,,,,0
ECON 1000,B,Introduction to Economics,LEC,R,1805,2055,331,0
ECON 1000,B01,Introduction to Economics,GRP,R,1435,1525,39,0
ECON 1000,B02,Introduction to Economics,GRP,R,1435,1525,39,0
ECON 1000,B03,Introduction to Economics,GRP,R,1435,1525,39,0
ECON 1000,B04,Introduction to Economics,GRP,R,1435,1525,40,0
ECON 1000,B05,Introduction to Economics,GRP,R,1435,1525,43,0
ECON 1000,B06,Introduction to Economics,GRP,R,1435,1525,31,0
ECON 1000,B07,Introduction to Economics,GRP,R,1635,1725,61,0
ECON 1000,B08,Introduction to Economics,GRP,R,1635,1725,36,0
ECON 1000,B09,Introduction to Economics,GRP,R,1635,1725,43,0
ECON 1000,B10,Introduction to Economics,GRP,R,1635,1725,31,0
ECON 1000,B11,Introduction to Economics,GRP,R,1635,1725,32,0
ECON 1000,C,Introduction to Economics,LEC,TR,1605,1725,391,0
ECON 1000,C01,Introduction to Economics,GRP,T,1435,1525,47,0
ECON 1000,C02,Introduction to Economics,GRP,T,1435,1525,39,0
ECON 1000,C03,Introduction to Economics,GRP,T,1435,1525,39,0
ECON 1000,C04,Introduction to Economics,GRP,T,1435,1525,30,0
ECON 1000,C05,Introduction to Economics,GRP,T,1435,1525,40,0
ECON 1000,C06,Introduction to Economics,GRP,T,1435,1525,43,0
ECON 1000,C07,Introduction to Economics,GRP,T,1805,1855,39,0
ECON 1000,C08,Introduction to Economics,GRP,T,1805,1855,47,0
ECON 1000,C09,Introduction to Economics,GRP,T,1805,1855,40,0
ECON 1000,C10,Introduction to Economics,GRP,T,1805,1855,43,0
ECON 1000,C11,Introduction to Economics,GRP,T,1805,1855,32,0
ECON 1000,D,Introduction to Economics,LEC,T,1805,2055,387,0
ECON 1000,D01,Introduction to Economics,GRP,T,1535,1625,71,0
ECON 1000,D02,Introduction to Economics,GRP,T,1535,1625,79,0
ECON 1000,D03,Introduction to Economics,GRP,T,1635,1725,71,0
ECON 1000,D04,Introduction to Economics,GRP,T,1635,1725,79,0
ECON 1000,D05,Introduction to Economics,GRP,T,1635,1725,79,0
ECON 1000,N,Introduction to Economics,LEC,,,,,0
ECON 1000,PA1,Introduction to Economics,PAS,,,,,0
ECON 1000,PB2,Introduction to Economics,PAS,,,,,0
ECON 1000,PC3,Introduction to Economics,PAS,,,,,0
ECON 1000,PD4,Introduction to Economics,PAS,TR,1635,1755,,0
ECON 1000,V,Introduction to Economics,LEC,,,,,0
ECON 1000,VOD,Introduction to Economics,VOD,,,,,0
ECON 1000,W,Introduction to Economics,LEC,MW,1805,2055,120,0
ECON 1002,A,Intro to Econom:Macroeconomics,LEC,WF,1005,1125,331,0
ECON 1002,AOD,Intro to Econom:Macroeconomics,VOD,,,,,0
ECON 1002,B,Intro to Econom:Macroeconomics,LEC,R,1805,2055,331,0
ECON 1002,C,Intro to Econom:Macroeconomics,LEC,TR,1605,1725,391,0
ECON 1002,D,Intro to Econom:Macroeconomics,LEC,T,1805,2055,387,0
ECON 1002,V,Intro to Econom:Macroeconomics,LEC,,,,,0
ECON 1002,VOD,Intro to Econom:Macroeconomics,VOD,,,,,0
ECON 2001,A,Interme Micro for Non-Math Maj,LEC,M,1805,2055,91,0
ECON 2009,G,Managerial Economics,LEC,WF,835,955,96,0
ECON 2009,G01,Managerial Economics,TUT,F,1005,1125,98,0
ECON 2009,H,Managerial Economics,LEC,R,1805,2055,91,0
ECON 2009,H01,Managerial Economics,TUT,R,1605,1725,91,0
ECON 2020,G,Interm Micrecon I:Prod&Market,LEC,TR,835,955,91,0
ECON 2020,G01,Interm Micrecon I:Prod&Market,TUT,T,1135,1255,91,0
ECON 2020,H,Interm Micrecon I:Prod&Market,LEC,MW,1135,1255,94,0
ECON 2020,H01,Interm Micrecon I:Prod&Market,TUT,M,1435,1555,98,0
ECON 2030,A,Interm MicreconII:Consum&Equil,LEC,WF,1005,1125,98,0
ECON 2030,A01,Interm MicreconII:Consum&Equil,TUT,F,1135,1255,91,0
ECON 2030,B,Interm MicreconII:Consum&Equil,LEC,M,1805,2055,78,0
ECON 2030,B01,Interm MicreconII:Consum&Equil,TUT,M,1605,1725,78,0
ECON 2030,C,Interm MicreconII:Consum&Equil,LEC,TR,1005,1125,78,0
ECON 2030,C01,Interm MicreconII:Consum&Equil,TUT,T,1135,1255,115,0
ECON 2102,G,Intermediate Macroeconomics I,LEC,MW,835,955,91,0
ECON 2102,G01,Intermediate Macroeconomics I,TUT,M,1005,1125,91,0
ECON 2102,H,Intermediate Macroeconomics I,LEC,WF,1305,1425,91,0
ECON 2102,H01,Intermediate Macroeconomics I,TUT,W,1605,1725,91,0
ECON 2103,A,Intermediate Macroeconomics II,LEC,R,1805,2055,94,0
ECON 2103,A01,Intermediate Macroeconomics II,TUT,R,1605,1725,94,0
ECON 2103,B,Intermediate Macroeconomics II,LEC,WF,1005,1125,91,0
ECON 2103,B01,Intermediate Macroeconomics II,TUT,W,1135,1255,91,0
ECON 2103,C,Intermediate Macroeconomics II,LEC,W,1805,2055,91,0
ECON 2103,C01,Intermediate Macroeconomics II,TUT,W,1435,1555,91,0
ECON 2201,G,Stat Methods in Econ & Busi I,LEC,TR,1305,1425,91,0
ECON 2201,G01,Stat Methods in Econ & Busi I,TUT,T,1435,1555,91,0
ECON 2202,A,Stat Methods in Econ & Busi II,LEC,MW,1605,1725,102,0
ECON 2202,A01,Stat Methods in Econ & Busi II,GRP,W,1435,1555,79,0
ECON 2202,B,Stat Methods in Econ & Busi II,LEC,TR,1005,1125,91,0
ECON 2202,B01,Stat Methods in Econ & Busi II,GRP,R,1135,1255,91,0
ECON 2202,C,Stat Methods in Econ & Busi II,LEC,T,1805,2055,91,0
ECON 2202,C01,Stat Methods in Econ & Busi II,GRP,T,1605,1725,91,0
ECON 2400,A,Mathematical Methods of Econ,LEC,T,1805,2055,96,0
ECON 2400,A01,Mathematical Methods of Econ,GRP,T,1605,1725,96,0
ECON 2400,B,Mathematical Methods of Econ,LEC,M,1805,2055,96,0
ECON 2400,B01,Mathematical Methods of Econ,GRP,W,1635,1755,84,0
ECON 3202,A,Cdn Economic History to 1914,LEC,R,1435,1725,66,0
ECON 3403,A,Intro Public Econ:Expenditures,LEC,T,1135,1425,61,0
ECON 3509,A,Dev Planning & Project Eval,LEC,M,1805,2055,71,0
ECON 3601,B,Introduction to Int'l Trade,LEC,M,1435,1725,94,0
ECON 3602,A,Int'l Monetary Problems,LEC,T,1435,1725,98,0
ECON 3706,A,Applied Econometrics,LEC,MW,1135,1255,71,0
ECON 3706,A01,Applied Econometrics,GRP,W,1305,1425,71,0
ECON 3803,A,The Econ of Natural Resources,LEC,R,1135,1425,66,0
ECON 3808,A,The Economics of Transition,LEC,T,835,1125,58,0
ECON 3880,A,Special Studies in Economics,LEC,R,1805,2055,78,0
ECON 3999,A,Co-op Work Term,WRK,,,,,0
ECON 4002,A,Statistical Analysis in Econ.,LEC,R,1805,2055,79,0
ECON 4002,A01,Statistical Analysis in Econ.,TUT,F,1605,1725,94,0
ECON 4020,B,Advanced Microeconomic Theory,LEC,MW,1005,1125,71,0
ECON 4020,B01,Advanced Microeconomic Theory,TUT,M,835,955,71,0
ECON 4021,B,Advanced Macroeconomic Theory,LEC,TR,835,955,71,0
ECON 4021,B01,Advanced Macroeconomic Theory,TUT,T,1005,1125,71,0
ECON 4025,A,Game Theory and Economics,LEC,T,1135,1425,39,0
ECON 4051,A,Financial Asset Pricing,LEC,F,1135,1425,58,0
ECON 4052,A,Corporate Financial Economics,LEC,W,1805,2055,58,0
ECON 4057,A,Behavioural Financial Economi,LEC,R,1135,1425,58,0
ECON 4507,A,The Economics of Development,LEC,M,1135,1425,58,0
ECON 4601,A,Int'l Trade Theory & Policy,LEC,T,1135,1425,59,0
ECON 4700,A,Measurement Economics,LEC,,,,,0
ECON 4707,A,Econometrics II,LEC,R,1435,1725,58,0
ECON 4890,A,Applied Honours Seminar,LEC,W,1435,1725,39,0
ECON 4890,A01,Applied Honours Seminar,TUT,F,1435,1555,43,0
ECON 4890,B,Applied Honours Seminar,LEC,T,1805,2055,36,0
ECON 4890,B01,Applied Honours Seminar,TUT,T,1605,1725,55,0
ECON 4901,A,Honours Sem: Microeconomics,LEC,T,1435,1725,58,0
ECON 4902,B,Honours Sem: Macroeconomics,LEC,M,1805,2055,58,0
ECON 4903,B,Tutorial in Economics,TUT,,,,,0
ECON 4904,B,Tutorial in Economics,TUT,,,,,0
ECON 4908,A,Honours Essay,TUT,,,,,0
ECON 4908,B,Honours Essay,TUT,,,,,0
ECON 4908,C,Honours Essay,TUT,,,,,0
ECOR 1010,D,Introduction to Engineering,LEC,F,1335,1425,195,0
ECOR 1010,D,Introduction to Engineering,LEC,TR,835,955,195,0
ECOR 1010,D1,Introduction to Engineering,LAB,F,1435,1625,60,0
ECOR 1010,D2,Introduction to Engineering,LAB,M,1135,1325,60,0
ECOR 1010,D3,Introduction to Engineering,LAB,F,935,1125,60,0
ECOR 1101,B,Mechanics I,LEC,TR,1805,1925,236,0
ECOR 1101,B1,Mechanics I,LAB,R,835,1125,48,0
ECOR 1101,B2,Mechanics I,LAB,R,835,1125,48,0
ECOR 1101,B3,Mechanics I,LAB,R,835,1125,54,0
ECOR 1101,B4,Mechanics I,LAB,R,835,1125,58,0
ECOR 1101,B5,Mechanics I,LAB,R,835,1125,48,0
ECOR 1101,C,Mechanics I,LEC,WF,1305,1425,236,0
ECOR 1101,C1,Mechanics I,LAB,F,1435,1725,55,0
ECOR 1101,C2,Mechanics I,LAB,F,1435,1725,58,0
ECOR 1101,C3,Mechanics I,LAB,F,1435,1725,59,0
ECOR 1101,C4,Mechanics I,LAB,F,1435,1725,71,0
ECOR 1101,C5,Mechanics I,LAB,F,1435,1725,58,0
ECOR 1101,D,Mechanics I,LEC,TR,1435,1555,387,0
ECOR 1101,E,Mechanics I,LEC,TR,1605,1725,236,0
ECOR 1101,L01,Mechanics I,LAB,F,1135,1425,58,0
ECOR 1101,L02,Mechanics I,LAB,F,1135,1425,47,0
ECOR 1101,L03,Mechanics I,LAB,F,1135,1425,71,0
ECOR 1101,L04,Mechanics I,LAB,M,1135,1425,48,0
ECOR 1101,L05,Mechanics I,LAB,M,1135,1425,48,0
ECOR 1101,L06,Mechanics I,LAB,M,1135,1425,48,0
ECOR 1101,L07,Mechanics I,LAB,T,1135,1425,48,0
ECOR 1101,L08,Mechanics I,LAB,T,1135,1425,48,0
ECOR 1101,L09,Mechanics I,LAB,T,1135,1425,54,0
ECOR 1101,L10,Mechanics I,LAB,T,1135,1425,58,0
ECOR 1101,L11,Mechanics I,LAB,W,1135,1425,48,0
ECOR 1101,L12,Mechanics I,LAB,W,1135,1425,40,0
ECOR 1101,L13,Mechanics I,LAB,W,1135,1425,7,0
ECOR 1101,PB1,Mechanics I,PAS,,,,,0
ECOR 1101,PC1,Mechanics I,PAS,MW,1735,1855,,0
ECOR 1101,PD1,Mechanics I,PAS,,,,,0
ECOR 1101,PE1,Mechanics I,PAS,,,,,0
ECOR 1606,C,Problem Solving and Computers,LEC,TR,1305,1425,204,0
ECOR 1606,D,Problem Solving and Computers,LEC,TR,1605,1725,204,0
ECOR 1606,E,Problem Solving and Computers,LEC,TR,835,955,285,0
ECOR 1606,F,Problem Solving and Computers,LEC,MW,835,955,154,0
ECOR 1606,L1,Problem Solving and Computers,LAB,T,1135,1425,50,0
ECOR 1606,L10,Problem Solving and Computers,LAB,W,835,1125,50,0
ECOR 1606,L11,Problem Solving and Computers,LAB,M,1435,1725,50,0
ECOR 1606,L12,Problem Solving and Computers,LAB,R,835,1125,50,0
ECOR 1606,L13,Problem Solving and Computers,LAB,F,1135,1425,50,0
ECOR 1606,L14,Problem Solving and Computers,LAB,T,835,1125,50,0
ECOR 1606,L15,Problem Solving and Computers,LAB,W,1135,1425,50,0
ECOR 1606,L16,Problem Solving and Computers,LAB,T,1435,1725,50,0
ECOR 1606,L2,Problem Solving and Computers,LAB,W,1135,1425,50,0
ECOR 1606,L3,Problem Solving and Computers,LAB,R,1435,1725,50,0
ECOR 1606,L4,Problem Solving and Computers,LAB,W,1435,1725,50,0
ECOR 1606,L5,Problem Solving and Computers,LAB,R,1135,1425,50,0
ECOR 1606,L6,Problem Solving and Computers,LAB,M,835,1125,50,0
ECOR 1606,L7,Problem Solving and Computers,LAB,F,1435,1725,50,0
ECOR 1606,L8,Problem Solving and Computers,LAB,F,835,1125,50,0
ECOR 1606,L9,Problem Solving and Computers,LAB,M,1135,1425,50,0
ECOR 1606,PC1,Problem Solving and Computers,PAS,,,,,0
ECOR 1606,PD1,Problem Solving and Computers,PAS,,,,,0
ECOR 1606,PE1,Problem Solving and Computers,PAS,,,,,0
ECOR 1606,PF1,Problem Solving and Computers,PAS,,,,,0
ECOR 2606,D,Numerical Methods,LEC,TR,1135,1255,154,0
ECOR 2606,E,Numerical Methods,LEC,MW,1135,1255,204,0
ECOR 2606,L1,Numerical Methods,LAB,R,1435,1555,50,0
ECOR 2606,L2,Numerical Methods,LAB,M,1605,1725,50,0
ECOR 2606,L3,Numerical Methods,LAB,M,835,955,50,0
ECOR 2606,L4,Numerical Methods,LAB,F,1605,1725,50,0
ECOR 2606,L5,Numerical Methods,LAB,M,1005,1125,50,0
ECOR 2606,L6,Numerical Methods,LAB,W,1605,1725,50,0
ECOR 2606,L7,Numerical Methods,LAB,F,1305,1425,50,0
ECOR 2606,PD1,Numerical Methods,PAS,,,,,0
ECOR 2606,PE1,Numerical Methods,PAS,,,,58,0
ECOR 3800,B,Engineering Economics,LEC,TR,1805,1925,236,0
ECOR 3800,C,Engineering Economics,LEC,TR,1135,1255,204,0
ECOR 4995,A,Professional Practice,LEC,,,,,0
ECOR 4995,B,Professional Practice,LEC,,,,,0
ECOR 4995,C,Professional Practice,LEC,,,,,0
ECOR 4995,D,Professional Practice,LEC,,,,,0
ELEC 1908,A,First Year Project,LEC,WF,835,955,40,0
ELEC 1908,A,First Year Project,LEC,M,835,925,40,0
ELEC 1908,A1,First Year Project,LAB,T,1335,1725,66,0
ELEC 2507,A,Electronics I,LEC,MW,1435,1555,204,0
ELEC 2507,B,Electronics I,LEC,TR,1135,1255,98,0
ELEC 2507,L1,Electronics I,LAB,F,1435,1725,50,0
ELEC 2507,L2,Electronics I,LAB,M,835,1125,50,0
ELEC 2507,L3,Electronics I,LAB,F,835,1125,50,0
ELEC 2507,L4,Electronics I,LAB,M,1135,1425,50,0
ELEC 2507,L5,Electronics I,LAB,T,1435,1725,50,0
ELEC 2507,L6,Electronics I,LAB,R,1435,1725,50,0
ELEC 2507,PA1,Electronics I,PAS,,,,,0
ELEC 2507,PB1,Electronics I,PAS,,,,,0
ELEC 2607,11O,Switching Circuits,LAB,T,1435,1725,50,0
ELEC 2607,12E,Switching Circuits,LAB,T,1435,1725,50,0
ELEC 2607,13O,Switching Circuits,LAB,F,835,1125,50,0
ELEC 2607,14E,Switching Circuits,LAB,R,835,1125,50,0
ELEC 2607,A,Switching Circuits,LEC,TR,1305,1425,444,0
ELEC 2607,B,Switching Circuits,LEC,TR,1135,1255,133,0
ELEC 2607,C,Switching Circuits,LEC,WF,1135,1255,154,0
ELEC 2607,L1O,Switching Circuits,LAB,R,1435,1725,50,0
ELEC 2607,L2E,Switching Circuits,LAB,T,835,1125,50,0
ELEC 2607,L3O,Switching Circuits,LAB,M,835,1125,50,0
ELEC 2607,L4E,Switching Circuits,LAB,M,835,1125,50,0
ELEC 2607,L5O,Switching Circuits,LAB,F,1435,1725,50,0
ELEC 2607,L6E,Switching Circuits,LAB,F,835,1125,50,0
ELEC 2607,L7O,Switching Circuits,LAB,W,1435,1725,50,0
ELEC 2607,L8E,Switching Circuits,LAB,F,1435,1725,50,0
ELEC 2607,L9O,Switching Circuits,LAB,M,1435,1725,50,0
ELEC 2607,LOE,Switching Circuits,LAB,W,1435,1725,50,0
ELEC 2607,PA1,Switching Circuits,PAS,,,,,0
ELEC 3105,C,Basic EM and Power Engineering,LEC,TR,835,955,79,0
ELEC 3105,C1,Basic EM and Power Engineering,LAB,T,1435,1725,40,0
ELEC 3105,C2,Basic EM and Power Engineering,LAB,M,835,1125,29,0
ELEC 3105,C3,Basic EM and Power Engineering,LAB,W,835,1125,31,0
ELEC 3105,PC2,Basic EM and Power Engineering,PAS,,,,,0
ELEC 3500,B,Digital Electronics,LEC,WF,835,955,236,0
ELEC 3500,B1,Digital Electronics,LAB,T,1135,1425,50,0
ELEC 3500,B2,Digital Electronics,LAB,M,1435,1725,50,0
ELEC 3500,B3,Digital Electronics,LAB,T,1435,1725,50,0
ELEC 3500,B4,Digital Electronics,LAB,R,1135,1425,50,0
ELEC 3500,B5,Digital Electronics,LAB,M,835,1125,50,0
ELEC 3500,B6,Digital Electronics,LAB,R,835,1125,50,0
ELEC 3907,A,Engineering Project,LEC,MW,1335,1425,134,0
ELEC 3907,A01,Engineering Project,LAB,TR,835,1125,50,0
ELEC 3907,A02,Engineering Project,LAB,TR,1135,1425,50,0
ELEC 3907,A03,Engineering Project,LAB,MW,1435,1725,50,0
ELEC 3908,B,Physical Electronics,LEC,WF,1005,1125,57,0
